election_year,election_date,consensus_window_days,poll_id,pollster,pollster_original,interview_start,interview_end,publication_date,sample_size,sample_size_missing,weight,party,support_pct
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,C,6.5
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,FI,3.0
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,KD,5.5
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,L,6.8
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,M,21.2
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,MP,8.3
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,S,31.1
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,SD,10.3
2014,2014-09-14,14,swp-261e4fa960b0b083c21b,Sifo,Sifo,2014-09-10,2014-09-11,2014-09-13,2445.0,False,1.5,V,6.3
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,C,6.5
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,FI,3.5
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,KD,4.6
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,L,6.7
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,M,24.6
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,MP,7.7
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,S,31.2
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,SD,8.0
2014,2014-09-14,14,swp-d0d471ee6c70967a058e,Skop,Skop,2014-09-05,2014-09-13,2014-09-13,1200.0,False,1.0954,V,6.5
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,C,5.8
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,FI,3.3
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,KD,5.4
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,L,5.5
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,M,22.8
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,MP,8.7
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,S,31.1
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,SD,11.1
2014,2014-09-14,14,swp-ef81fcb9026c17056526,United Minds,United Minds,2014-09-08,2014-09-11,2014-09-12,1343.0,False,1.1589,V,5.7
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,C,6.4
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,FI,4.0
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,KD,5.8
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,L,6.2
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,M,21.2
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,MP,8.0
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,S,29.5
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,SD,11.1
2014,2014-09-14,14,swp-60c79f3178461af35b74,YouGov,YouGov,2014-09-08,2014-09-10,2014-09-11,1517.0,False,1.2317,V,6.8
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,C,8.2
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,KD,6.0
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,L,6.2
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,M,17.9
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,MP,5.3
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,S,26.5
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,SD,17.2
2018,2018-09-09,14,swp-74a112a9c05bd63bf4c9,Demoskop,Demoskop,2018-09-01,2018-09-06,2018-09-07,1673.0,False,1.2934,V,9.8
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,C,9.4
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,KD,5.9
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,L,5.8
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,M,19.6
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,MP,5.2
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,S,24.6
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,SD,16.8
2018,2018-09-09,14,swp-9a72e777287b7bb25097,Inizio,Inizio,2018-09-03,2018-09-07,2018-09-08,1661.0,False,1.2888,V,9.6
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,C,9.6
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,KD,5.9
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,L,6.2
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,M,17.3
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,MP,4.8
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,S,25.9
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,SD,16.8
2018,2018-09-09,14,swp-a3a6dd5977178ab66115,Ipsos,Ipsos,2018-09-02,2018-09-05,2018-09-06,1874.0,False,1.3689,V,10.1
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,C,8.6
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,KD,5.7
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,L,6.5
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,M,17.7
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,MP,5.0
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,S,24.9
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,SD,19.1
2018,2018-09-09,14,swp-356fe9275f1c6c753fa2,Novus,Novus,2018-09-04,2018-09-06,2018-09-07,1847.0,False,1.359,V,10.0
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,C,8.9
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,KD,7.4
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,L,5.5
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,M,17.8
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,MP,4.2
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,S,26.2
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,SD,19.2
2018,2018-09-09,14,swp-d0babab6741e9cf0f35d,SVT,SVT VALU,2018-09-09,2018-09-09,2018-09-09,11808.0,False,1.5,V,9.0
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,C,6.0
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,FI,1.3
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,KD,5.0
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,L,5.2
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,M,18.2
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,MP,4.4
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,S,22.1
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,SD,24.0
2018,2018-09-09,14,swp-d684b8be86d4984262aa,Sentio,Sentio,2018-08-20,2018-08-28,2018-08-31,807.0,False,0.8983,V,10.7
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,C,10.0
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,FI,1.1
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,KD,6.3
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,L,6.0
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,M,16.9
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,MP,6.2
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,S,24.4
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,SD,17.0
2018,2018-09-09,14,swp-e1645978fbdd2ab4e045,Sifo,Sifo,2018-09-05,2018-09-06,2018-09-07,3480.0,False,1.5,V,10.0
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,C,7.9
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,FI,1.1
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,KD,6.4
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,L,6.5
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,M,17.6
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,MP,4.9
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,S,25.9
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,SD,17.4
2018,2018-09-09,14,swp-40abb7d27bc5e8de5e57,Skop,Skop,2018-09-02,2018-09-07,2018-09-09,2487.0,False,1.5,V,10.6
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,C,9.4
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,KD,6.6
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,L,5.7
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,M,18.4
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,MP,5.8
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,S,25.4
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,SD,16.3
2018,2018-09-09,14,swp-e8a2e5240616768a05a6,TV4,TV4,2018-09-09,2018-09-09,2018-09-09,5591.0,False,1.5,V,9.8
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,C,6.0
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,FI,0.6
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,KD,4.8
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,L,5.7
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,M,16.5
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,MP,3.6
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,S,23.8
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,SD,24.8
2018,2018-09-09,14,swp-377081604794f8467992,YouGov,YouGov,2018-08-30,2018-09-01,2018-09-05,1511.0,False,1.2292,V,9.4
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,C,7.9
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,KD,5.3
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,L,4.9
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,M,18.7
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,MP,5.3
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,S,29.5
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,SD,20.5
2022,2022-09-11,14,swp-d418a1d77bec10e9f839,Demoskop,Demoskop,2022-09-01,2022-09-09,2022-09-10,2321.0,False,1.5,V,6.9
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,C,7.5
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,KD,5.9
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,L,4.9
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,M,18.0
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,MP,4.8
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,S,28.7
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,SD,20.6
2022,2022-09-11,14,swp-03da3b5bcf59f9876e97,Infostat,Infostat,2022-08-31,2022-09-07,2022-09-08,,True,1.0,V,7.8
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,C,8.0
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,KD,4.8
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,L,4.2
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,M,18.2
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,MP,5.8
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,S,28.8
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,SD,21.0
2022,2022-09-11,14,swp-b13cd3e3c75b5653fb43,Ipsos,Ipsos,2022-09-06,2022-09-09,2022-09-09,1992.0,False,1.4114,V,7.4
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,C,7.1
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,KD,5.9
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,L,5.2
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,M,17.1
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,MP,4.5
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,S,30.3
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,SD,21.2
2022,2022-09-11,14,swp-5a85ed155206adbe2e14,Novus,Novus,2022-09-06,2022-09-08,2022-09-09,3903.0,False,1.5,V,7.8
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,C,7.7
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,KD,5.2
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,L,4.7
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,M,18.8
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,MP,5.8
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,S,29.3
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,SD,20.5
2022,2022-09-11,14,swp-8f7efb5a1a67f45144d7,SVT,SVT VALU,2022-09-11,2022-09-11,2022-09-11,11160.0,False,1.5,V,7.0
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,C,5.8
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,FI,0.3
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,KD,6.9
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,L,4.0
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,M,18.7
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,MP,4.4
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,S,24.1
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,SD,24.4
2022,2022-09-11,14,swp-cb4b62b1adc3ef9b8d09,Sentio,Sentio,2022-08-25,2022-08-29,2022-08-30,1016.0,False,1.008,V,9.6
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,C,7.4
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,KD,5.8
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,L,4.9
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,M,16.0
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,MP,6.0
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,S,29.7
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,SD,21.3
2022,2022-09-11,14,swp-0235ba6df4722d4dbd3b,Sifo,TV4,2022-09-11,2022-09-11,2022-09-11,4046.0,False,1.5,V,7.5
2022,2022-09-11,14,swp-7c8592d8b8f57e996123,Skop,Skop,2022-09-05,2022-09-09,2022-09-10,1919.0,False,1.3853,C,7.6
