election_year,constituency_code,constituency_name,party,votes,constituency_valid_votes,party_share
2022,15,Hallands län,V,8963,221675,0.0404330664260742
2022,16,Göteborgs kommun,C,20343,347103,0.0586079636303921
2022,16,Göteborgs kommun,KD,15170,347103,0.0437046064136581
2022,16,Göteborgs kommun,L,20317,347103,0.0585330579107642
2022,16,Göteborgs kommun,M,64157,347103,0.184835625160255
2022,16,Göteborgs kommun,MP,27485,347103,0.0791839886143306
2022,16,Göteborgs kommun,REST,8160,347103,0.023508872006292
2022,16,Göteborgs kommun,S,95980,347103,0.2765173449955777
2022,16,Göteborgs kommun,SD,50889,347103,0.1466106602362987
2022,16,Göteborgs kommun,V,44602,347103,0.1284978810324313
2022,17,Västra Götalands läns västra,C,15881,247863,0.0640716847613399
2022,17,Västra Götalands läns västra,KD,15571,247863,0.0628209938554766
2022,17,Västra Götalands läns västra,L,13467,247863,0.0543324336427784
2022,17,Västra Götalands läns västra,M,50707,247863,0.2045767218181011
2022,17,Västra Götalands läns västra,MP,12846,247863,0.0518270173442587
2022,17,Västra Götalands läns västra,REST,3276,247863,0.0132169787342201
2022,17,Västra Götalands läns västra,S,69468,247863,0.2802677285435906
2022,17,Västra Götalands läns västra,SD,52558,247863,0.212044556872143
2022,17,Västra Götalands läns västra,V,14089,247863,0.0568418844280913
2022,18,Västra Götalands läns norra,C,9938,173655,0.0572284126572802
2022,18,Västra Götalands läns norra,KD,10711,173655,0.0616797673548127
2022,18,Västra Götalands läns norra,L,6311,173655,0.0363421726987417
2022,18,Västra Götalands läns norra,M,30443,173655,0.1753073622988108
2022,18,Västra Götalands läns norra,MP,6318,173655,0.0363824825084218
2022,18,Västra Götalands läns norra,REST,2505,173655,0.0144251533212403
2022,18,Västra Götalands läns norra,S,54311,173655,0.3127522962195157
2022,18,Västra Götalands läns norra,SD,44165,173655,0.2543261063603121
2022,18,Västra Götalands läns norra,V,8953,173655,0.0515562465808643
2022,19,Västra Götalands läns södra,C,10063,141906,0.0709131396840161
2022,19,Västra Götalands läns södra,KD,9871,141906,0.0695601313545586
2022,19,Västra Götalands läns södra,L,5445,141906,0.0383704705932095
2022,19,Västra Götalands läns södra,M,26846,141906,0.1891815708990458
2022,19,Västra Götalands läns södra,MP,5053,141906,0.0356080785872338
2022,19,Västra Götalands läns södra,REST,2218,141906,0.0156300649725874
2022,19,Västra Götalands läns södra,S,41350,141906,0.2913900751201499
2022,19,Västra Götalands läns södra,SD,33477,141906,0.2359096866940087
2022,19,Västra Götalands läns södra,V,7583,141906,0.0534367820951897
2022,20,Västra Götalands läns östra,C,11667,176526,0.0660922470344311
2022,20,Västra Götalands läns östra,KD,12289,176526,0.0696158073031734
2022,20,Västra Götalands läns östra,L,5919,176526,0.0335304714319703
2022,20,Västra Götalands läns östra,M,32790,176526,0.185751673974372
2022,20,Västra Götalands läns östra,MP,5748,176526,0.0325617756024608
2022,20,Västra Götalands läns östra,REST,2264,176526,0.0128253061871905
2022,20,Västra Götalands läns östra,S,55421,176526,0.3139537518552507
2022,20,Västra Götalands läns östra,SD,42572,176526,0.2411656073326309
2022,20,Västra Götalands läns östra,V,7856,176526,0.0445033592785198
2022,21,Värmlands län,C,11557,182237,0.0634174179776883
2022,21,Värmlands län,KD,10590,182237,0.058111140986737
2022,21,Värmlands län,L,6766,182237,0.0371274768570597
2022,21,Värmlands län,M,31068,182237,0.1704812963338948
2022,21,Värmlands län,MP,6635,182237,0.036408632714542
2022,21,Värmlands län,REST,1906,182237,0.0104589079056393
2022,21,Värmlands län,S,63034,182237,0.3458902418279493
2022,21,Värmlands län,SD,41555,182237,0.2280272392543775
2022,21,Värmlands län,V,9126,182237,0.0500776461421116
2022,22,Örebro län,C,12159,194190,0.0626139348061177
2022,22,Örebro län,KD,10368,194190,0.0533910088058087
2022,22,Örebro län,L,8828,194190,0.0454606313404397
2022,22,Örebro län,M,32508,194190,0.1674030588598795
2022,22,Örebro län,MP,7866,194190,0.0405067202224625
2022,22,Örebro län,REST,3119,194190,0.0160615891652505
2022,22,Örebro län,S,64565,194190,0.3324836500334723
2022,22,Örebro län,SD,42904,194190,0.2209382563468767
2022,22,Örebro län,V,11873,194190,0.061141150419692
2022,23,Västmanlands län,C,9224,170749,0.0540208141775354
2022,23,Västmanlands län,KD,8554,170749,0.0500969258970769
2022,23,Västmanlands län,L,7100,170749,0.0415815026735149
2022,23,Västmanlands län,M,32671,170749,0.1913393343445642
2022,23,Västmanlands län,MP,5465,170749,0.0320060439592618
2022,23,Västmanlands län,REST,2200,170749,0.0128844092791173
2022,23,Västmanlands län,S,54645,170749,0.3200311568442567
2022,23,Västmanlands län,SD,40415,170749,0.2366924550070571
2022,23,Västmanlands län,V,10475,170749,0.0613473578176153
2022,24,Dalarnas län,C,12131,186599,0.0650110665116104
2022,24,Dalarnas län,KD,11231,186599,0.0601878895385291
2022,24,Dalarnas län,L,5786,186599,0.0310076688513872
2022,24,Dalarnas län,M,30664,186599,0.164330998558406
2022,24,Dalarnas län,MP,7087,186599,0.0379798391202525
2022,24,Dalarnas län,REST,2752,186599,0.0147482033665775
2022,24,Dalarnas län,S,59080,186599,0.31661477285516
2022,24,Dalarnas län,SD,47931,186599,0.2568663283297338
2022,24,Dalarnas län,V,9937,186599,0.0532532328683433
2022,25,Gävleborgs län,C,11405,182587,0.0624633736246282
2022,25,Gävleborgs län,KD,9303,182587,0.0509510534704004
2022,25,Gävleborgs län,L,5462,182587,0.0299145065092257
2022,25,Gävleborgs län,M,29661,182587,0.1624485861534501
2022,25,Gävleborgs län,MP,6308,182587,0.0345479141450377
2022,25,Gävleborgs län,REST,2256,182587,0.0123557536954985
2022,25,Gävleborgs län,S,63415,182587,0.3473138832446998
2022,25,Gävleborgs län,SD,43994,182587,0.2409481507445765
2022,25,Gävleborgs län,V,10783,182587,0.0590567784124828
2022,26,Västernorrlands län,C,11822,158723,0.074481959136357
2022,26,Västernorrlands län,KD,8591,158723,0.0541257410709223
2022,26,Västernorrlands län,L,4348,158723,0.0273936354529589
2022,26,Västernorrlands län,M,22176,158723,0.1397151011510619
2022,26,Västernorrlands län,MP,5437,158723,0.0342546448844842
2022,26,Västernorrlands län,REST,1835,158723,0.0115610214020652
2022,26,Västernorrlands län,S,62562,158723,0.3941583765427821
2022,26,Västernorrlands län,SD,32829,158723,0.2068320281244684
2022,26,Västernorrlands län,V,9123,158723,0.0574774922348997
2022,27,Jämtlands län,C,7771,85024,0.0913977229958599
2022,27,Jämtlands län,KD,4574,85024,0.0537965750846819
2022,27,Jämtlands län,L,2244,85024,0.0263925479864508
2022,27,Jämtlands län,M,12574,85024,0.1478876552502822
2022,27,Jämtlands län,MP,4269,85024,0.0502093526533684
2022,27,Jämtlands län,REST,1080,85024,0.012702295822356
2022,27,Jämtlands län,S,30666,85024,0.3606746330447873
2022,27,Jämtlands län,SD,17097,85024,0.2010843996989085
2022,27,Jämtlands län,V,4749,85024,0.0558548174633044
2022,28,Västerbottens län,C,13827,177543,0.0778797249117115
2022,28,Västerbottens län,KD,8368,177543,0.0471322440197585
2022,28,Västerbottens län,L,5544,177543,0.0312262381507578
2022,28,Västerbottens län,M,25121,177543,0.1414924835110367
2022,28,Västerbottens län,MP,9653,177543,0.054369927285221
2022,28,Västerbottens län,REST,1949,177543,0.0109776223224796
2022,28,Västerbottens län,S,72318,177543,0.4073266757912168
2022,28,Västerbottens län,SD,25666,177543,0.144562162405727
2022,28,Västerbottens län,V,15097,177543,0.0850329216020907
2022,29,Norrbottens län,C,8533,161456,0.0528503121593499
2022,29,Norrbottens län,KD,8266,161456,0.0511966108413437
2022,29,Norrbottens län,L,4094,161456,0.0253567535427608
2022,29,Norrbottens län,M,21917,161456,0.1357459617480923
2022,29,Norrbottens län,MP,5561,161456,0.0344428203349519
2022,29,Norrbottens län,REST,1793,161456,0.0111051927460112
2022,29,Norrbottens län,S,67235,161456,0.4164292438806857
2022,29,Norrbottens län,SD,32780,161456,0.2030274502031513
2022,29,Norrbottens län,V,11277,161456,0.0698456545436527
